"","DOIs","publication_year","resource_type"
"47215","10.1026/0942-5403/a000187",2016,"journal-article"
"47216","10.1002/2015gl066848",2016,"journal-article"
"47217","10.1002/ange.201600906",2016,"journal-article"
"47218","10.1002/2017gl075526",2018,"journal-article"
"47219","10.1515/ans-2017-0002",2017,"journal-article"
"47220","10.36129/jog.33.02.05",2021,"journal-article"
"47221","10.15252/embr.202152878",2021,"journal-article"
"47222","10.1111/jth.14618",2019,"journal-article"
"47223","10.1182/blood.v126.23.92.92",2015,"journal-article"
"47224","10.1177/0959683614566219",2015,"journal-article"
"47225","10.1111/jce.13898",2019,"journal-article"
"47226","10.1063/1.5016236",2018,"journal-article"
"47227","10.1021/acs.jpclett.8b00676",2018,"journal-article"
"47228","10.1063/1.4933007",2015,"journal-article"
"47229","10.1182/blood.v128.22.549.549",2016,"journal-article"
"47230","10.1111/pai.12512",2016,"journal-article"
"47231","10.1177/0272989x19827258",2019,"journal-article"
"47232","10.1093/beheco/ary163",2018,"journal-article"
"47233","10.7554/elife.40757.024",2018,"peer-review"
"47234","10.1002/ange.201711450",2018,"journal-article"
"47235","10.1055/s-0039-3403105",2020,"proceedings-article"
"47236","10.1177/0023677219874831",2019,"journal-article"
"47237","10.1111/tbed.13065",2018,"journal-article"
"47238","10.1002/14651858.cd011627.pub2",2016,"journal-article"
"47239","10.1210/jc.2019-00299",2019,"journal-article"
"47240","10.1080/0284186x.2019.1670353",2019,"journal-article"
"47241","10.1099/ijsem.0.000998",2016,"journal-article"
"47242","10.1080/14779072.2018.1474099",2018,"journal-article"
"47243","10.1021/jacs.7b07034",2017,"journal-article"
"47244","10.1002/ejhf.780",2017,"journal-article"
"47245","10.21931/rb/2021.06.01.22",2021,"journal-article"
"47246","10.1080/13504622.2020.1784851",2020,"journal-article"
"47247","10.1002/chem.201704928",2018,"journal-article"
"47248","10.1002/ecy.1887",2017,"journal-article"
"47249","10.1039/d0gc00090f",2020,"journal-article"
"47250","10.1002/jcsm.12116",2016,"journal-article"
"47251","10.1093/ejcts/ezx466",2018,"journal-article"
"47252","10.1161/jaha.117.007808",2018,"journal-article"
"47253","10.7554/elife.40757",2018,"journal-article"
"47254","10.1111/pin.12999",2020,"journal-article"
"47255","10.1002/adma.201606656",2017,"journal-article"
"47256","10.1242/dev.134767",2016,"journal-article"
"47257","10.1039/c6cs00147e",2016,"journal-article"
"47258","10.1111/cen.14267",2020,"journal-article"
"47259","10.1093/nar/gky1105",2018,"journal-article"
"47260","10.1093/zoolinnean/zly082",2018,"journal-article"
"47261","10.2807/1560-7917.es.2016.21.38.30345",2016,"journal-article"
"47262","10.1111/ajt.14112",2016,"journal-article"
"47263","10.1055/s-0041-107379",2015,"journal-article"
"47264","10.1177/0022034518756071",2018,"journal-article"
"47265","10.7554/elife.09436.022",2015,"peer-review"
"47266","10.1200/jco.2019.37.15_suppl.e20550",2019,"journal-article"
"47267","10.1063/1.5050674",2018,"journal-article"
"47268","10.2172/1432171",2017,"report"
"47269","10.1111/epi.16371",2019,"journal-article"
"47270","10.1182/blood.v126.23.4025.4025",2015,"journal-article"
"47271","10.1177/1352458521999970",2021,"journal-article"
"47272","10.3109/21678421.2016.1167911",2016,"journal-article"
"47273","10.1063/5.0052848",2021,"journal-article"
"47274","10.1128/iai.01390-15",2016,"journal-article"
"47275","10.1002/ana.24336",2015,"journal-article"
"47276","10.1002/acr.24044",2020,"journal-article"
"47277","10.1093/beheco/ary130",2018,"journal-article"
"47278","10.1063/1.4978923",2017,"journal-article"
"47279","10.1080/03007995.2017.1294054",2017,"journal-article"
"47280","10.1146/annurev-pharmtox-010617-052722",2018,"journal-article"
"47281","10.1001/jamaoncol.2021.1854",2021,"journal-article"
"47282","10.1021/acs.jpclett.9b00124",2019,"journal-article"
"47283","10.1021/acsnano.6b03127",2016,"journal-article"
"47284","10.1111/ecc.12794",2017,"journal-article"
"47285","10.1126/sciadv.abe0997",2021,"journal-article"
"47286","10.1126/science.abb3405",2020,"journal-article"
"47287","10.1139/cjfr-2018-0209",2019,"journal-article"
"47288","10.1130/b35049.1",2019,"journal-article"
"47289","10.21203/rs.3.rs-351589/v1",2021,"posted-content"
"47290","10.1061/jswbay.0000956",2021,"journal-article"
"47291","10.1111/ejn.15116",2021,"journal-article"
"47292","10.6004/jnccn.2020.7618",2021,"journal-article"
"47293","10.1080/15287394.2016.1221370",2016,"journal-article"
"47294","10.1002/gcc.22645",2018,"journal-article"
"47295","10.1093/jme/tjw116",2016,"journal-article"
"47296","10.1210/jc.2015-3405",2016,"journal-article"
"47297","10.1021/acs.joc.0c02057",2021,"journal-article"
"47298","10.1021/acsami.8b16325",2018,"journal-article"
"47299","10.1021/acsami.0c01666",2020,"journal-article"
"47300","10.1177/1178632918820947",2019,"journal-article"
"47301","10.1055/a-0869-8666",2019,"journal-article"
"47302","10.2174/1389202921999200407082315",2020,"journal-article"
"47303","10.1029/2020pa003993",2021,"journal-article"
"47304","10.1200/jco.2019.37.15_suppl.8563",2019,"journal-article"
"47305","10.1200/jco.2021.39.15_suppl.5501",2021,"journal-article"
"47306","10.1111/ajt.14979",2018,"journal-article"
"47307","10.1111/1440-1681.12415",2015,"journal-article"
"47308","10.3233/jpd-191894",2020,"journal-article"
"47309","10.1200/jco.2020.38.15_suppl.4501",2020,"journal-article"
"47310","10.1111/ajt.16218",2020,"journal-article"
"47311","10.1111/dom.14082",2020,"journal-article"
"47312","10.1093/europace/eux075",2017,"journal-article"
"47313","10.1001/jama.2016.7635",2016,"journal-article"
"47314","10.1155/2017/8327980",2017,"journal-article"
"47315","10.15252/embj.201798452",2018,"journal-article"
"47316","10.1111/myc.13091",2020,"journal-article"
"47317","10.1098/rsob.150038",2015,"journal-article"
"47318","10.1093/cid/ciz1032",2019,"journal-article"
"47319","10.1111/cobi.13721",2021,"journal-article"
"47320","10.1177/2045894020910136",2020,"journal-article"
"47321","10.1182/blood-2018-05-850339",2018,"journal-article"
"47322","10.1002/eco.2208",2020,"journal-article"
"47323","10.1002/ejhf.1101",2017,"journal-article"
"47324","10.1200/jco.21.00306",2021,"journal-article"
"47325","10.1111/mec.14260",2017,"journal-article"
"47326","10.1111/jan.14855",2021,"journal-article"
"47327","10.1021/acs.jproteome.0c00136",2020,"journal-article"
"47328","10.1021/acsnano.7b06287",2017,"journal-article"
"47329","10.1093/mnras/stab1782",2021,"journal-article"
"47330","10.1145/3328778.3366988",2020,"proceedings-article"
"47331","10.1002/saj2.20140",2020,"journal-article"
"47332","10.1111/oik.03229",2016,"journal-article"
"47333","10.1002/ajmg.b.32770",2019,"journal-article"
"47334","10.1002/stem.3003",2019,"journal-article"
"47335","10.26508/lsa.202000867",2020,"journal-article"
"47336","10.1111/hepr.12825",2016,"journal-article"
"47337","10.1002/hep.29089",2017,"journal-article"
"47338","10.1182/blood-2015-02-629204",2015,"journal-article"
"47339","10.1093/cvr/cvab235",2021,"journal-article"
"47340","10.1002/cpt.1832",2020,"journal-article"
"47341","10.1002/ejhf.1608",2019,"journal-article"
"47342","10.1111/epi.16892",2021,"journal-article"
"47343","10.1111/all.12888",2016,"journal-article"
"47344","10.1093/cid/ciaa1839",2020,"journal-article"
"47345","10.15252/emmm.201809155",2018,"journal-article"
"47346","10.1093/infdis/jiy668",2019,"journal-article"
"47347","10.15252/emmm.201809443",2018,"journal-article"
"47348","10.1126/science.abg4696",2021,"journal-article"
"47349","10.1001/jamapsychiatry.2015.1131",2015,"journal-article"
"47350","10.1093/ve/veab036",2021,"journal-article"
"47351","10.1002/ijc.29656",2015,"journal-article"
"47352","10.1002/lno.11739",2021,"journal-article"
"47353","10.3945/ajcn.115.120873",2016,"journal-article"
"47354","10.1002/ehf2.12598",2020,"journal-article"
"47355","10.1161/jaha.117.008077",2018,"journal-article"
"47356","10.1029/2019gl085132",2019,"journal-article"
"47357","10.1111/pai.12807",2017,"journal-article"
"47358","10.1093/cvr/cvaa267",2020,"journal-article"
"47359","10.1182/blood-2016-02-697870",2016,"journal-article"
"47360","10.1002/qj.2947",2017,"journal-article"
"47361","10.1093/infdis/jiz078",2019,"journal-article"
"47362","10.1093/mnras/stab1473",2021,"journal-article"
"47363","10.1093/mnras/sty2238",2018,"journal-article"
"47364","10.3847/25c2cfeb.7e1b0bf9",2021,"journal-article"
"47365","10.1002/anie.201710437",2017,"journal-article"
"47366","10.1177/1557988319870001",2019,"journal-article"
"47367","10.1055/s-0037-1600143",2017,"journal-article"
"47368","10.1002/ange.201811029",2018,"journal-article"
"47369","10.1093/eurheartj/ehy563.3404",2018,"journal-article"
"47370","10.1055/s-0038-1668893",2018,"journal-article"
"47371","10.1093/eurheartj/ehx504.p4601",2017,"journal-article"
"47372","10.1055/s-0043-104781",2017,"journal-article"
"47373","10.1002/lt.25357",2019,"journal-article"
"47374","10.1515/bmt-2018-0189",2020,"journal-article"
"47375","10.1164/ajrccm-conference.2019.199.1_meetingabstracts.a7081",2019,"proceedings-article"
"47376","10.1093/eurheartj/ehz746.0678",2019,"journal-article"
"47377","10.1200/jco.2021.39.15_suppl.e14532",2021,"journal-article"
"47378","10.1155/2018/1426109",2018,"journal-article"
"47379","10.1182/blood-2020-139225",2020,"journal-article"
"47380","10.1093/mnras/sty2488",2018,"journal-article"
"47381","10.12968/jowc.2019.28.sup8.s4",2019,"journal-article"
"47382","10.1021/acs.jpcb.0c10601",2021,"journal-article"
"47383","10.1111/ddg.14341_g",2021,"journal-article"
"47384","10.1055/a-1199-4711",2020,"journal-article"
"47385","10.1055/s-0040-1710747",2020,"proceedings-article"
"47386","10.1111/bjop.12491",2021,"journal-article"
"47387","10.1111/ina.12579",2019,"journal-article"
"47388","10.1002/gps.5099",2019,"journal-article"
"47389","10.21203/rs.3.rs-24727/v4",2020,"posted-content"
"47390","10.1039/d0ta04031b",2020,"journal-article"
"47391","10.1093/braincomms/fcz040",2019,"journal-article"
"47392","10.1253/circj.cj-15-1134",2016,"journal-article"
"47393","10.1098/rsif.2019.0359",2019,"journal-article"
"47394","10.3233/ves-190655",2019,"journal-article"
"47395","10.1111/petr.13665",2020,"journal-article"
"47396","10.1200/jco.2021.39.6_suppl.tps498",2021,"journal-article"
"47397","10.1002/trc2.12001",2020,"journal-article"
"47398","10.1111/1462-2920.14425",2018,"journal-article"
"47399","10.1111/bjh.14084",2016,"journal-article"
"47400","10.1210/jc.2018-01696",2018,"journal-article"
"47401","10.1002/adom.201901091",2019,"journal-article"
"47402","10.1029/2018ea000399",2018,"journal-article"
"47403","10.1002/jbmr.4209",2020,"journal-article"
"47404","10.1111/ddg.13036",2017,"journal-article"
"47405","10.2174/1567205014666170523092858",2017,"journal-article"
"47406","10.1161/hypertensionaha.118.11103",2018,"journal-article"
"47407","10.1002/tax.12320",2020,"journal-article"
"47408","10.1002/ps.5987",2020,"journal-article"
"47409","10.1177/1477153520958463",2020,"journal-article"
"47410","10.1002/cssc.201501013",2015,"journal-article"
"47411","10.1002/anie.201511435",2016,"journal-article"
"47412","10.1093/biosci/biaa082",2020,"journal-article"
"47413","10.1175/jcli-d-19-0092.1",2019,"journal-article"
"47414","10.1002/ange.201710437",2017,"journal-article"
"47415","10.1080/14767058.2018.1456524",2018,"journal-article"
"47416","10.13109/zptm.2015.61.4.384",2015,"journal-article"
"47417","10.1145/3239570",2018,"journal-article"
"47418","10.1055/s-0039-1677994",2019,"proceedings-article"
"47419","10.1200/jco.2015.33.15_suppl.e14579",2015,"journal-article"
"47420","10.1210/js.2019-or32-4",2019,"journal-article"
"47421","10.1177/2045894018798921",2018,"journal-article"
"47422","10.1093/rpd/ncx264",2017,"journal-article"
"47423","10.1080/10428194.2017.1375105",2017,"journal-article"
"47424","10.1093/eurheartj/suy040",2018,"journal-article"
"47425","10.1093/eurheartj/ehz748.0312",2019,"journal-article"
"47426","10.1055/s-0039-1695310",2019,"proceedings-article"
"47427","10.1182/blood-2018-99-115729",2018,"journal-article"
"47428","10.1093/pasj/psz108",2019,"journal-article"
"47429","10.5465/ambpp.2020.13005symposium",2020,"journal-article"
"47430","10.1109/iscas.2018.8351875",2018,"proceedings-article"
"47431","10.1109/ims30576.2020.9224056",2020,"proceedings-article"
"47432","10.1177/0271678x20918029",2020,"journal-article"
"47433","10.1530/rep-19-0219",2020,"journal-article"
"47434","10.1055/a-0731-7969",2018,"journal-article"
"47435","10.1089/lap.2019.0173",2019,"journal-article"
"47436","10.1055/a-0862-0565",2019,"journal-article"
"47437","10.1080/23299460.2019.1647087",2019,"journal-article"
"47438","10.1098/rstb.2014.0112",2015,"journal-article"
"47439","10.1021/acs.jctc.0c00991",2020,"journal-article"
"47440","10.1002/iroh.202002058",2020,"journal-article"
"47441","10.1111/pce.13906",2020,"journal-article"
"47442","10.1039/d0nr09053k",2021,"journal-article"
"47443","10.1111/1462-2920.15165",2020,"journal-article"
"47444","10.1182/bloodadvances.2020003004",2021,"journal-article"
"47445","10.1111/hae.14294",2021,"journal-article"
"47446","10.1089/zeb.2019.1851",2020,"journal-article"
"47447","10.3233/shti210284",2021,"book-chapter"
"47448","10.1002/ijop.12566",2019,"journal-article"
"47449","10.1155/2015/569235",2015,"journal-article"
"47450","10.1111/jpn.12356",2015,"journal-article"
"47451","10.2166/wst.2017.499",2017,"journal-article"
"47452","10.1099/ijsem.0.000654",2015,"journal-article"
"47453","10.1111/obr.12286",2015,"journal-article"
"47454","10.1002/chem.202002265",2020,"journal-article"
"47455","10.7554/elife.56048",2020,"journal-article"
"47456","10.1182/blood-2019-122779",2019,"journal-article"
"47457","10.1002/ajp.23213",2020,"journal-article"
"47458","10.1093/mnras/stx2768",2017,"journal-article"
"47459","10.1182/blood-2019-122411",2019,"journal-article"
"47460","10.1155/2015/462592",2015,"journal-article"
"47461","10.18632/oncotarget.24962",2018,"journal-article"
"47462","10.1182/blood-2018-99-111242",2018,"journal-article"
"47463","10.1093/ndt/gfaa142.p0782",2020,"journal-article"
"47464","10.1182/blood-2020-138412",2020,"journal-article"
"47465","10.1002/pssb.201700232",2017,"journal-article"
"47466","10.1111/tbed.13505",2020,"journal-article"
"47467","10.1161/jaha.118.009807",2018,"journal-article"
"47468","10.1021/acs.orglett.9b00404",2019,"journal-article"
"47469","10.1111/cmi.12495",2015,"journal-article"
"47470","10.1111/pai.12990",2018,"journal-article"
"47471","10.1111/bjh.14345",2016,"journal-article"
"47472","10.3945/ajcn.115.117507",2015,"journal-article"
"47473","10.1002/cpt.805",2017,"journal-article"
"47474","10.1021/acssuschemeng.8b00498",2018,"journal-article"
"47475","10.1093/mnras/stx1692",2017,"journal-article"
"47476","10.1080/19420862.2020.1834818",2020,"journal-article"
"47477","10.1002/essoar.10506689.2",2021,"posted-content"
"47478","10.1002/ange.201511435",2016,"journal-article"
"47479","10.1002/ange.201610786",2017,"journal-article"
"47480","10.1002/nbm.4343",2020,"journal-article"
"47481","10.7326/l20-0327",2020,"journal-article"
"47482","10.1155/2020/9740938",2020,"journal-article"
"47483","10.1093/sysbio/syab036",2021,"journal-article"
"47484","10.1024/0939-5911/a000423",2016,"journal-article"
"47485","10.1080/20573316.2017.1335970",2017,"journal-article"
"47486","10.1080/19338244.2017.1300569",2017,"journal-article"
"47487","10.7287/peerj.preprints.1212v1",2015,"posted-content"
"47488","10.7287/peerj.preprints.1681v1",2016,"posted-content"
"47489","10.3233/ch-189901",2018,"journal-article"
"47490","10.7554/elife.16009.013",2016,"peer-review"
"47491","10.1200/jco.2016.34.15_suppl.tps5608",2016,"journal-article"
"47492","10.1055/s-0038-1627862",2018,"journal-article"
"47493","10.1080/03007995.2018.1507315",2018,"journal-article"
"47494","10.1055/s-0039-1678030",2019,"proceedings-article"
"47495","10.1200/jco.2019.37.15_suppl.e15019",2019,"journal-article"
"47496","10.1055/a-0821-7220",2019,"journal-article"
"47497","10.1200/jco.2015.33.15_suppl.tps4153",2015,"journal-article"
"47498","10.7554/elife.56048.sa2",2020,"peer-review"
"47499","10.22541/au.159423528.84369076",2020,"posted-content"
"47500","10.1055/a-1216-5739",2020,"journal-article"
"47501","10.2217/cer-2019-0117",2020,"journal-article"
"47502","10.1080/21505594.2019.1682762",2019,"journal-article"
"47503","10.1055/a-1421-3283",2021,"journal-article"
"47504","10.1002/mds.27769",2019,"journal-article"
"47505","10.1002/brb3.2131",2021,"journal-article"
"47506","10.3233/ch-168110",2017,"journal-article"
"47507","10.1139/cjpp-2018-0742",2019,"journal-article"
"47508","10.1055/a-1005-6978",2019,"journal-article"
"47509","10.1111/ajt.13725",2016,"journal-article"
"47510","10.1111/aos.12976",2016,"journal-article"
"47511","10.1002/cssc.201600151",2016,"journal-article"
"47512","10.1002/cssc.201600152",2016,"journal-article"
"47513","10.1063/5.0020126",2020,"journal-article"
"47514","10.1177/0278364918770733",2018,"journal-article"
"47515","10.1089/vbz.2016.1967",2016,"journal-article"
"47516","10.1021/acs.nanolett.5b02316",2015,"journal-article"
"47517","10.1080/21645515.2018.1533777",2018,"journal-article"
